gene_name	NES	pvalues	reg_exp_meas	reg_exp_sign	pWeight	raw_weight	weight	weightedNES	UNIPROT	mf
MARK1	3.4942776170819685	4.7534644093665803e-4	1099	407	4.7534644093665803e-4	7.651466670435275	0.6232278656720871	8.710924725438966	Q9P0L2	kin
MARK2	4.242924181659105	2.2062598985978154e-5	1067	404	2.2062598985978154e-5	10.72162673666425	0.8732987851130402	14.821362132678546	Q7KZI7	kin
MARK3	2.8831382456749926	0.0039373460064715746	1110	408	0.0039373460064715746	5.537248385062718	0.451020391430723	5.201416560452892	P27448;P27448	kin
MARK4	3.6564684833967194	2.557138342835953e-4	1115	410	2.557138342835953e-4	8.27145157355776	0.6737269248152096	9.85384506801042	Q96L34	kin
MASTL	2.252559587877846	0.024286931603229044	768	287	0.024286931603229044	3.7178168674045535	0.30282391220301985	2.728515627486366	Q96GX5	kin
NEK9	2.3960780357962905	0.01657156181186181	522	170	0.01657156181186181	4.1000671965924385	0.33395899611218965	3.2007672617639855	Q8TD19	kin
NLK	-2.416199317752885	0.015683473567662243	1579	504	0.015683473567662243	4.155147760043813	0.33844542250315285	-3.2710063957948194	Q9UBE8	kin
NUAK1	2.1152604715378134	0.03440775348548357	1216	437	0.03440775348548357	3.3694733479798784	0.27445060843230723	2.322138093625448	O60285	kin
PAK1	-2.6471103590488387	0.00811828546611302	1104	339	0.00811828546611302	4.813636296597213	0.3920806826280415	-4.1515233462705154	Q13153	kin
PAK2	-3.594600144930355	3.248901610163753e-4	1022	304	3.248901610163753e-4	8.032023398861412	0.6542250022786668	-9.40670915203183	Q13177	kin
PAK3	-3.1726698366968007	0.0015104418613253938	1019	317	0.0015104418613253938	6.495353047566878	0.5290600078365766	-6.714130914662718	O75914	kin
PAK4	-4.020516386246851	5.8070709645339147e-5	1034	321	5.8070709645339147e-5	9.753849158139415	0.7944712895898817	-12.776739352795147	O96013	kin
PAK5	-2.3462003107986558	0.018965911568676927	1036	329	0.018965911568676927	3.965112039155276	0.32296661800303705	-3.030977518145265	Q9P286	kin
PAK6	-3.142040775079472	0.0016777466935587093	1034	328	0.0016777466935587093	6.390303639687093	0.5205035151949756	-6.541773073259243	Q9NQU5	kin
PINK1	-2.065457281287434	0.03887975351703372	990	310	0.03887975351703372	3.24728163899246	0.26449783973120256	-2.1852359558304366	Q9BXM7	kin
PLK4	2.0239026887592386	0.04298016524134726	581	212	0.04298016524134726	3.147016543164943	0.2563310392515717	2.0751563182148236	O00444	kin
PRKAB1	2.4900967287127416	0.01277083329942714	19	8	0.01277083329942714	4.360591356608787	0.3551792305059919	3.537722559958717	Q9Y478	kin
PRKAG1	2.2552131493514214	0.024119952957883925	15	5	0.024119952957883925	3.7247158574615415	0.3033858492843278	2.7367990265326583	P54619	kin
PRKAG3	2.2550119040145304	0.024132581596559337	15	5	0.024132581596559337	3.724192418057566	0.30334321405678266	2.736170234800291	Q9UGI9	kin
PRKDC	3.9129743397152033	9.116622541273107e-5	49	35	9.116622541273107e-5	9.302826064861794	0.7577345210853089	11.85998294929281	P78527	kin
SLK	-2.6486564460988755	0.00808124360985624	770	224	0.00808124360985624	4.818209506181466	0.3924531800551659	-4.1578945805804715	Q9H2G2	kin
STK33	-2.7190716611108274	0.006546542339814654	679	194	0.006546542339814654	5.0288182557675976	0.4096077005085582	-4.455010762502367	Q9BYT3	kin
TSSK2	3.2653742289993932	0.0010931954130184414	995	357	0.0010931954130184414	6.818650299840824	0.5553932410833313	7.2542671055758285	Q96PF2	kin
TTBK1	2.7356570966527505	0.006225586216901232	531	195	0.006225586216901232	5.079087669675457	0.4137022487681012	4.526989970974631	Q5TCY1	kin
ULK1	2.723748293558354	0.0064545677887286506	536	194	0.0064545677887286506	5.042967214519613	0.41076016261083376	4.475229167892042	O75385	kin
VRK1	2.642962995759049	0.008218401664155153	360	127	0.008218401664155153	4.801379533570861	0.39108234380099316	4.134464651842973	Q99986	kin
